,chr,start,end,state,median,multiplier,cell_id,sample_id,library_id
14640,8,76000001,80500000,4,3.68564507255698,6,SA928-A73044A-R07-C32,SA928,A73044A
14641,8,80500001,87500000,5,5.239541114941111,6,SA928-A73044A-R07-C32,SA928,A73044A
14642,8,87500001,94000000,4,3.72447170871599,6,SA928-A73044A-R07-C32,SA928,A73044A
14643,8,94000001,97000000,6,6.003165970079549,6,SA928-A73044A-R07-C32,SA928,A73044A
14644,8,97000001,102000000,4,4.11861255096094,6,SA928-A73044A-R07-C32,SA928,A73044A
14645,8,102000001,124000000,5,4.800288636120969,6,SA928-A73044A-R07-C32,SA928,A73044A
14646,8,124000001,146500000,6,5.61757509870438,6,SA928-A73044A-R07-C32,SA928,A73044A
14647,9,1,16500000,6,5.91528267639743,6,SA928-A73044A-R07-C32,SA928,A73044A
14648,9,16500001,23000000,5,4.887985981914531,6,SA928-A73044A-R07-C32,SA928,A73044A
14649,9,23000001,34000000,7,6.9112072288596105,6,SA928-A73044A-R07-C32,SA928,A73044A
14650,9,34000001,38500000,6,5.73955503152985,6,SA928-A73044A-R07-C32,SA928,A73044A
14651,9,38500001,71000000,4,2.15807766961317,6,SA928-A73044A-R07-C32,SA928,A73044A
14652,9,71000001,103500000,6,6.06512373600128,6,SA928-A73044A-R07-C32,SA928,A73044A
14653,9,103500001,114000000,7,7.06131197691345,6,SA928-A73044A-R07-C32,SA928,A73044A
14654,9,114000001,116000000,5,4.699555937404179,6,SA928-A73044A-R07-C32,SA928,A73044A
14655,9,116000001,125500000,6,6.50630998938249,6,SA928-A73044A-R07-C32,SA928,A73044A
14656,9,125500001,134000000,5,5.07698124825876,6,SA928-A73044A-R07-C32,SA928,A73044A
14657,9,134000001,141500000,6,5.88460915762263,6,SA928-A73044A-R07-C32,SA928,A73044A
14658,X,1,2000000,6,5.5814415039277305,6,SA928-A73044A-R07-C32,SA928,A73044A
14659,X,2000001,15500000,3,2.8482011830650897,6,SA928-A73044A-R07-C32,SA928,A73044A
14660,X,15500001,34500000,4,3.8216677490631,6,SA928-A73044A-R07-C32,SA928,A73044A
14661,X,34500001,38000000,6,5.79563113625288,6,SA928-A73044A-R07-C32,SA928,A73044A
14662,X,38000001,99000000,3,2.94147046340487,6,SA928-A73044A-R07-C32,SA928,A73044A
14663,X,99000001,102000000,4,3.79323406978949,6,SA928-A73044A-R07-C32,SA928,A73044A
14664,X,102000001,104500000,6,5.954681925180581,6,SA928-A73044A-R07-C32,SA928,A73044A
14665,X,104500001,108000000,4,3.80150839707265,6,SA928-A73044A-R07-C32,SA928,A73044A
14666,X,108000001,146000000,5,5.1927095235450595,6,SA928-A73044A-R07-C32,SA928,A73044A
14667,X,146000001,155500000,4,4.08987910864925,6,SA928-A73044A-R07-C32,SA928,A73044A
14668,Y,1,14500000,3,2.9324149390443996,6,SA928-A73044A-R07-C32,SA928,A73044A
14669,Y,14500001,24500000,4,3.58075098049967,6,SA928-A73044A-R07-C32,SA928,A73044A
14670,Y,24500001,59500000,0,0.155556566307499,6,SA928-A73044A-R07-C32,SA928,A73044A
14671,1,1,21500000,2,2.24278663576083,2,SA928-A73044A-R07-C33,SA928,A73044A
14672,1,21500001,24000000,3,2.89379360046132,2,SA928-A73044A-R07-C33,SA928,A73044A
14673,1,24000001,33000000,2,1.8324517234388402,2,SA928-A73044A-R07-C33,SA928,A73044A
14674,1,33000001,36500000,3,2.7332457978752593,2,SA928-A73044A-R07-C33,SA928,A73044A
14675,1,36500001,41500000,2,2.14386294799692,2,SA928-A73044A-R07-C33,SA928,A73044A
14676,1,41500001,44000000,3,2.88275928890575,2,SA928-A73044A-R07-C33,SA928,A73044A
14677,1,44000001,48000000,2,2.11943809341349,2,SA928-A73044A-R07-C33,SA928,A73044A
14678,1,48000001,49500000,3,2.9128747676784505,2,SA928-A73044A-R07-C33,SA928,A73044A
14679,1,49500001,58500000,2,2.30599675521623,2,SA928-A73044A-R07-C33,SA928,A73044A
14680,1,58500001,62000000,3,2.7406258069124596,2,SA928-A73044A-R07-C33,SA928,A73044A
14681,1,62000001,98000000,2,2.12159948824165,2,SA928-A73044A-R07-C33,SA928,A73044A
14682,1,98000001,103000000,3,2.75868291506214,2,SA928-A73044A-R07-C33,SA928,A73044A
14683,1,103000001,111000000,2,2.23678107157312,2,SA928-A73044A-R07-C33,SA928,A73044A
14684,1,111000001,113500000,3,2.89240065405593,2,SA928-A73044A-R07-C33,SA928,A73044A
14685,1,113500001,162000000,2,2.18218341550239,2,SA928-A73044A-R07-C33,SA928,A73044A
14686,1,162000001,163500000,3,3.5744155284069996,2,SA928-A73044A-R07-C33,SA928,A73044A
14687,1,163500001,172000000,2,2.1883770007204597,2,SA928-A73044A-R07-C33,SA928,A73044A
14688,1,172000001,173500000,3,2.96048819915489,2,SA928-A73044A-R07-C33,SA928,A73044A
14689,1,173500001,211000000,2,2.12602482700489,2,SA928-A73044A-R07-C33,SA928,A73044A
14690,1,211000001,213000000,3,2.80625430944749,2,SA928-A73044A-R07-C33,SA928,A73044A
14691,1,213000001,249500000,2,2.2385893293763597,2,SA928-A73044A-R07-C33,SA928,A73044A
14692,10,1,9500000,2,1.95254165451772,2,SA928-A73044A-R07-C33,SA928,A73044A
14693,10,9500001,12000000,3,3.7475164991777996,2,SA928-A73044A-R07-C33,SA928,A73044A
14694,10,12000001,78500000,2,1.85819790021604,2,SA928-A73044A-R07-C33,SA928,A73044A
14695,10,78500001,80500000,3,3.36566997030011,2,SA928-A73044A-R07-C33,SA928,A73044A
14696,10,80500001,136000000,2,1.8692596784577,2,SA928-A73044A-R07-C33,SA928,A73044A
14697,11,1,23500000,2,2.08872786494055,2,SA928-A73044A-R07-C33,SA928,A73044A
14698,11,23500001,26000000,3,3.32174214571686,2,SA928-A73044A-R07-C33,SA928,A73044A
14699,11,26000001,35000000,2,2.03588925445883,2,SA928-A73044A-R07-C33,SA928,A73044A
14700,11,35000001,38500000,3,3.2225663232342203,2,SA928-A73044A-R07-C33,SA928,A73044A
14701,11,38500001,42000000,2,2.08863183516273,2,SA928-A73044A-R07-C33,SA928,A73044A
14702,11,42000001,45000000,3,3.3820166445356397,2,SA928-A73044A-R07-C33,SA928,A73044A
14703,11,45000001,87000000,2,1.91414767159565,2,SA928-A73044A-R07-C33,SA928,A73044A
14704,11,87000001,89500000,3,3.17996209016105,2,SA928-A73044A-R07-C33,SA928,A73044A
14705,11,89500001,135500000,2,1.8574864214141298,2,SA928-A73044A-R07-C33,SA928,A73044A
14706,12,1,16500000,2,1.8713238870001399,2,SA928-A73044A-R07-C33,SA928,A73044A
14707,12,16500001,19500000,3,2.8019292362150097,2,SA928-A73044A-R07-C33,SA928,A73044A
14708,12,19500001,65000000,2,1.9097265682249498,2,SA928-A73044A-R07-C33,SA928,A73044A
14709,12,65000001,68500000,3,3.0422947615107203,2,SA928-A73044A-R07-C33,SA928,A73044A
14710,12,68500001,71000000,2,2.07200369575204,2,SA928-A73044A-R07-C33,SA928,A73044A
14711,12,71000001,73000000,3,2.99771073476672,2,SA928-A73044A-R07-C33,SA928,A73044A
14712,12,73000001,80000000,2,2.20581140823451,2,SA928-A73044A-R07-C33,SA928,A73044A
14713,12,80000001,83000000,3,3.0284255720987896,2,SA928-A73044A-R07-C33,SA928,A73044A
14714,12,83000001,107000000,2,1.86697301566874,2,SA928-A73044A-R07-C33,SA928,A73044A
14715,12,107000001,109000000,3,2.81010179335933,2,SA928-A73044A-R07-C33,SA928,A73044A
14716,12,109000001,123000000,2,1.8551762126241,2,SA928-A73044A-R07-C33,SA928,A73044A
14717,12,123000001,130500000,3,2.62677435705967,2,SA928-A73044A-R07-C33,SA928,A73044A
14718,12,130500001,134000000,2,2.17271769758505,2,SA928-A73044A-R07-C33,SA928,A73044A
14719,13,1,115500000,2,2.01214846853045,2,SA928-A73044A-R07-C33,SA928,A73044A
14720,14,1,107500000,2,1.9598506528026,2,SA928-A73044A-R07-C33,SA928,A73044A
14721,15,1,103000000,2,1.9372667294435,2,SA928-A73044A-R07-C33,SA928,A73044A
14722,16,1,4000000,2,2.05697376138236,2,SA928-A73044A-R07-C33,SA928,A73044A
14723,16,4000001,6000000,3,2.99225375482495,2,SA928-A73044A-R07-C33,SA928,A73044A
14724,16,6000001,22500000,2,1.9204134853294599,2,SA928-A73044A-R07-C33,SA928,A73044A
14725,16,22500001,28500000,3,3.20757523406591,2,SA928-A73044A-R07-C33,SA928,A73044A
14726,16,28500001,49000000,2,1.76359665633729,2,SA928-A73044A-R07-C33,SA928,A73044A
14727,16,49000001,51000000,3,3.01235199067531,2,SA928-A73044A-R07-C33,SA928,A73044A
14728,16,51000001,78000000,2,1.71987861378167,2,SA928-A73044A-R07-C33,SA928,A73044A
14729,16,78000001,79500000,3,2.9132416804171095,2,SA928-A73044A-R07-C33,SA928,A73044A
14730,16,79500001,90500000,2,2.02335606765532,2,SA928-A73044A-R07-C33,SA928,A73044A
14731,17,1,81500000,2,1.85756412622399,2,SA928-A73044A-R07-C33,SA928,A73044A
14732,18,1,7500000,2,2.2130076255900297,2,SA928-A73044A-R07-C33,SA928,A73044A
14733,18,7500001,11500000,3,3.0375396268418697,2,SA928-A73044A-R07-C33,SA928,A73044A
14734,18,11500001,22000000,2,2.08318427033798,2,SA928-A73044A-R07-C33,SA928,A73044A
14735,18,22000001,34500000,3,2.62514789573162,2,SA928-A73044A-R07-C33,SA928,A73044A
14736,18,34500001,37500000,2,2.22061032585179,2,SA928-A73044A-R07-C33,SA928,A73044A
14737,18,37500001,67500000,3,2.77685164117685,2,SA928-A73044A-R07-C33,SA928,A73044A
14738,18,67500001,78500000,2,2.19019722512747,2,SA928-A73044A-R07-C33,SA928,A73044A
14739,19,1,10500000,2,1.7457050466043702,2,SA928-A73044A-R07-C33,SA928,A73044A
14740,19,10500001,12500000,3,4.154442176445681,2,SA928-A73044A-R07-C33,SA928,A73044A
14741,19,12500001,59500000,2,1.92445739335495,2,SA928-A73044A-R07-C33,SA928,A73044A
14742,2,1,8000000,2,2.1176719207317,2,SA928-A73044A-R07-C33,SA928,A73044A
14743,2,8000001,11500000,3,2.71376380923021,2,SA928-A73044A-R07-C33,SA928,A73044A
14744,2,11500001,21500000,2,2.3068623264187003,2,SA928-A73044A-R07-C33,SA928,A73044A
14745,2,21500001,23000000,3,4.8780989894127895,2,SA928-A73044A-R07-C33,SA928,A73044A
14746,2,23000001,32500000,2,2.1499542746373104,2,SA928-A73044A-R07-C33,SA928,A73044A
14747,2,32500001,43000000,3,3.23264099553856,2,SA928-A73044A-R07-C33,SA928,A73044A
14748,2,43000001,58000000,2,2.03664547035907,2,SA928-A73044A-R07-C33,SA928,A73044A
14749,2,58000001,61500000,3,3.40385819834218,2,SA928-A73044A-R07-C33,SA928,A73044A
14750,2,61500001,113500000,2,1.8477690834599598,2,SA928-A73044A-R07-C33,SA928,A73044A
14751,2,113500001,115500000,3,2.99785083461365,2,SA928-A73044A-R07-C33,SA928,A73044A
14752,2,115500001,143500000,2,1.9598435087525201,2,SA928-A73044A-R07-C33,SA928,A73044A
14753,2,143500001,149500000,3,2.7526821501624,2,SA928-A73044A-R07-C33,SA928,A73044A
14754,2,149500001,157000000,2,1.99978059906017,2,SA928-A73044A-R07-C33,SA928,A73044A
14755,2,157000001,159000000,3,3.8732698029257,2,SA928-A73044A-R07-C33,SA928,A73044A
14756,2,159000001,243500000,2,1.99128173369849,2,SA928-A73044A-R07-C33,SA928,A73044A
14757,20,1,36000000,2,2.01792865080802,2,SA928-A73044A-R07-C33,SA928,A73044A
14758,20,36000001,44500000,3,2.63871864286521,2,SA928-A73044A-R07-C33,SA928,A73044A
14759,20,44500001,46500000,2,1.9178685672431899,2,SA928-A73044A-R07-C33,SA928,A73044A
14760,20,46500001,50000000,3,3.0437607226348797,2,SA928-A73044A-R07-C33,SA928,A73044A
14761,20,50000001,63500000,2,2.01794106435946,2,SA928-A73044A-R07-C33,SA928,A73044A
14762,21,1,16000000,2,1.7697450883694499,2,SA928-A73044A-R07-C33,SA928,A73044A
14763,21,16000001,20500000,3,2.6594755611239997,2,SA928-A73044A-R07-C33,SA928,A73044A
14764,21,20500001,24000000,2,2.07590074832612,2,SA928-A73044A-R07-C33,SA928,A73044A
14765,21,24000001,29000000,3,2.87907474495313,2,SA928-A73044A-R07-C33,SA928,A73044A
14766,21,29000001,48500000,2,2.09767503617029,2,SA928-A73044A-R07-C33,SA928,A73044A
14767,22,1,51500000,2,2.0052095146528797,2,SA928-A73044A-R07-C33,SA928,A73044A
14768,3,1,23000000,2,2.07412685290137,2,SA928-A73044A-R07-C33,SA928,A73044A
14769,3,23000001,26500000,3,2.8375656358464902,2,SA928-A73044A-R07-C33,SA928,A73044A
14770,3,26500001,52500000,2,2.12449133018406,2,SA928-A73044A-R07-C33,SA928,A73044A
14771,3,52500001,58000000,3,2.76094970386365,2,SA928-A73044A-R07-C33,SA928,A73044A
14772,3,58000001,105000000,2,2.07622160491553,2,SA928-A73044A-R07-C33,SA928,A73044A
14773,3,105000001,107500000,3,3.19929363194535,2,SA928-A73044A-R07-C33,SA928,A73044A
14774,3,107500001,114000000,2,1.86757908436918,2,SA928-A73044A-R07-C33,SA928,A73044A
14775,3,114000001,118000000,3,2.8379856256280296,2,SA928-A73044A-R07-C33,SA928,A73044A
14776,3,118000001,154000000,2,2.1357487716261296,2,SA928-A73044A-R07-C33,SA928,A73044A
14777,3,154000001,156000000,3,2.95404788974334,2,SA928-A73044A-R07-C33,SA928,A73044A
14778,3,156000001,198500000,2,2.10900526625367,2,SA928-A73044A-R07-C33,SA928,A73044A
14779,4,1,187000000,2,1.89561715296269,2,SA928-A73044A-R07-C33,SA928,A73044A
14780,4,187000001,188500000,3,3.12409987479406,2,SA928-A73044A-R07-C33,SA928,A73044A
14781,4,188500001,191500000,2,2.04740097526306,2,SA928-A73044A-R07-C33,SA928,A73044A
14782,5,1,9000000,2,2.0026111322986297,2,SA928-A73044A-R07-C33,SA928,A73044A
14783,5,9000001,16000000,3,2.77918173465433,2,SA928-A73044A-R07-C33,SA928,A73044A
14784,5,16000001,21000000,2,2.04031296122612,2,SA928-A73044A-R07-C33,SA928,A73044A
14785,5,21000001,27500000,3,3.2015503709936297,2,SA928-A73044A-R07-C33,SA928,A73044A
14786,5,27500001,34500000,2,2.095582302757,2,SA928-A73044A-R07-C33,SA928,A73044A
14787,5,34500001,43000000,3,2.9830025199107597,2,SA928-A73044A-R07-C33,SA928,A73044A
14788,5,43000001,55000000,2,2.07447677482159,2,SA928-A73044A-R07-C33,SA928,A73044A
14789,5,55000001,59500000,3,2.7366290750237594,2,SA928-A73044A-R07-C33,SA928,A73044A
14790,5,59500001,96000000,2,1.9700888336586397,2,SA928-A73044A-R07-C33,SA928,A73044A
14791,5,96000001,98500000,3,3.15785130280825,2,SA928-A73044A-R07-C33,SA928,A73044A
14792,5,98500001,109500000,2,1.87208183160631,2,SA928-A73044A-R07-C33,SA928,A73044A
14793,5,109500001,115500000,3,2.69004172707564,2,SA928-A73044A-R07-C33,SA928,A73044A
14794,5,115500001,127000000,2,1.7648398685755402,2,SA928-A73044A-R07-C33,SA928,A73044A
14795,5,127000001,128500000,3,4.14174791697875,2,SA928-A73044A-R07-C33,SA928,A73044A
14796,5,128500001,181000000,2,1.89666051130004,2,SA928-A73044A-R07-C33,SA928,A73044A
14797,6,1,46000000,2,1.8982608590809598,2,SA928-A73044A-R07-C33,SA928,A73044A
14798,6,46000001,47500000,3,3.1842968521297204,2,SA928-A73044A-R07-C33,SA928,A73044A
14799,6,47500001,67500000,2,2.25068865400622,2,SA928-A73044A-R07-C33,SA928,A73044A
14800,6,67500001,69000000,3,3.0112710161852796,2,SA928-A73044A-R07-C33,SA928,A73044A
14801,6,69000001,81000000,2,2.2657041901626296,2,SA928-A73044A-R07-C33,SA928,A73044A
14802,6,81000001,84500000,3,3.17964150138888,2,SA928-A73044A-R07-C33,SA928,A73044A
14803,6,84500001,112000000,2,1.95992305571604,2,SA928-A73044A-R07-C33,SA928,A73044A
14804,6,112000001,115000000,3,3.1595469043521,2,SA928-A73044A-R07-C33,SA928,A73044A
14805,6,115000001,152000000,2,1.73142044530128,2,SA928-A73044A-R07-C33,SA928,A73044A
14806,6,152000001,156500000,3,2.99370321386115,2,SA928-A73044A-R07-C33,SA928,A73044A
14807,6,156500001,171500000,2,1.85256021003551,2,SA928-A73044A-R07-C33,SA928,A73044A
14808,7,1,67000000,2,1.9300534689863702,2,SA928-A73044A-R07-C33,SA928,A73044A
14809,7,67000001,71500000,3,2.8901877736143704,2,SA928-A73044A-R07-C33,SA928,A73044A
14810,7,71500001,107500000,2,1.9861281905092498,2,SA928-A73044A-R07-C33,SA928,A73044A
14811,7,107500001,109500000,3,3.31114589253798,2,SA928-A73044A-R07-C33,SA928,A73044A
14812,7,109500001,115000000,2,2.2740922721861003,2,SA928-A73044A-R07-C33,SA928,A73044A
14813,7,115000001,117000000,3,3.1356190249063998,2,SA928-A73044A-R07-C33,SA928,A73044A
14814,7,117000001,145000000,2,2.26341853746665,2,SA928-A73044A-R07-C33,SA928,A73044A
14815,7,145000001,152500000,3,2.7014039165250896,2,SA928-A73044A-R07-C33,SA928,A73044A
14816,7,152500001,159500000,2,2.25437533204306,2,SA928-A73044A-R07-C33,SA928,A73044A
14817,8,1,2000000,2,2.00384485199983,2,SA928-A73044A-R07-C33,SA928,A73044A
14818,8,2000001,4500000,3,3.82659206574715,2,SA928-A73044A-R07-C33,SA928,A73044A
14819,8,4500001,15500000,2,2.13688740232811,2,SA928-A73044A-R07-C33,SA928,A73044A
14820,8,15500001,17500000,3,3.2794412693474,2,SA928-A73044A-R07-C33,SA928,A73044A
14821,8,17500001,22500000,2,2.0553363907658504,2,SA928-A73044A-R07-C33,SA928,A73044A
14822,8,22500001,26500000,3,3.82599848484204,2,SA928-A73044A-R07-C33,SA928,A73044A
14823,8,26500001,28500000,2,1.8417106756260602,2,SA928-A73044A-R07-C33,SA928,A73044A
14824,8,28500001,32000000,3,3.72653804180745,2,SA928-A73044A-R07-C33,SA928,A73044A
14825,8,32000001,38500000,2,2.27479736462817,2,SA928-A73044A-R07-C33,SA928,A73044A
14826,8,38500001,40500000,3,3.9416640335060604,2,SA928-A73044A-R07-C33,SA928,A73044A
14827,8,40500001,50000000,2,2.2858106415064503,2,SA928-A73044A-R07-C33,SA928,A73044A
14828,8,50000001,55500000,3,2.79363203653888,2,SA928-A73044A-R07-C33,SA928,A73044A
14829,8,55500001,68500000,2,2.02187306453653,2,SA928-A73044A-R07-C33,SA928,A73044A
14830,8,68500001,71500000,3,2.74611013560323,2,SA928-A73044A-R07-C33,SA928,A73044A
14831,8,71500001,87000000,2,1.93227143985895,2,SA928-A73044A-R07-C33,SA928,A73044A
14832,8,87000001,93000000,3,2.60768569578418,2,SA928-A73044A-R07-C33,SA928,A73044A
14833,8,93000001,94500000,2,1.99575819356614,2,SA928-A73044A-R07-C33,SA928,A73044A
14834,8,94500001,98000000,3,3.1123299429090396,2,SA928-A73044A-R07-C33,SA928,A73044A
14835,8,98000001,146500000,2,1.96395664839699,2,SA928-A73044A-R07-C33,SA928,A73044A
14836,9,1,74000000,2,1.83639396812456,2,SA928-A73044A-R07-C33,SA928,A73044A
14837,9,74000001,80500000,3,2.81279799747058,2,SA928-A73044A-R07-C33,SA928,A73044A
14838,9,80500001,114000000,2,1.87974436332681,2,SA928-A73044A-R07-C33,SA928,A73044A
14839,9,114000001,115500000,3,3.04309477168962,2,SA928-A73044A-R07-C33,SA928,A73044A
14840,9,115500001,127000000,2,1.8070116431240402,2,SA928-A73044A-R07-C33,SA928,A73044A
14841,9,127000001,129000000,3,3.9355832477072696,2,SA928-A73044A-R07-C33,SA928,A73044A
14842,9,129000001,141500000,2,1.90052081010517,2,SA928-A73044A-R07-C33,SA928,A73044A
14843,X,1,3500000,2,1.8203044193853302,2,SA928-A73044A-R07-C33,SA928,A73044A
14844,X,3500001,155500000,1,1.11172034154217,2,SA928-A73044A-R07-C33,SA928,A73044A
14845,Y,1,23500000,1,1.15876383666969,2,SA928-A73044A-R07-C33,SA928,A73044A
14846,Y,23500001,59500000,0,0.05244612618641599,2,SA928-A73044A-R07-C33,SA928,A73044A
14847,1,1,104000000,3,2.9463220611851204,3,SA928-A73044A-R07-C34,SA928,A73044A
14848,1,104000001,107000000,2,1.9679127380387198,3,SA928-A73044A-R07-C34,SA928,A73044A
14849,1,107000001,178000000,3,2.9773223339269,3,SA928-A73044A-R07-C34,SA928,A73044A
14850,1,178000001,181000000,2,2.21891906329888,3,SA928-A73044A-R07-C34,SA928,A73044A
14851,1,181000001,194000000,3,2.91040618317756,3,SA928-A73044A-R07-C34,SA928,A73044A
14852,1,194000001,196000000,2,1.6508558833916798,3,SA928-A73044A-R07-C34,SA928,A73044A
14853,1,196000001,238000000,3,2.95961411090288,3,SA928-A73044A-R07-C34,SA928,A73044A
14854,1,238000001,240000000,2,1.9910767961501297,3,SA928-A73044A-R07-C34,SA928,A73044A
14855,1,240000001,249500000,3,2.80013222660029,3,SA928-A73044A-R07-C34,SA928,A73044A
14856,10,1,136000000,3,3.14631328931858,3,SA928-A73044A-R07-C34,SA928,A73044A
14857,11,1,15500000,4,4.05691277512248,3,SA928-A73044A-R07-C34,SA928,A73044A
14858,11,15500001,19500000,3,3.1180955814248903,3,SA928-A73044A-R07-C34,SA928,A73044A
14859,11,19500001,32500000,4,4.16354336307541,3,SA928-A73044A-R07-C34,SA928,A73044A
14860,11,32500001,35500000,3,3.09484208213032,3,SA928-A73044A-R07-C34,SA928,A73044A
14861,11,35500001,61000000,4,3.8216202430533905,3,SA928-A73044A-R07-C34,SA928,A73044A
14862,11,61000001,78500000,3,3.0740841772636003,3,SA928-A73044A-R07-C34,SA928,A73044A
14863,11,78500001,116500000,4,3.75525226896369,3,SA928-A73044A-R07-C34,SA928,A73044A
14864,11,116500001,132000000,3,3.27972899556669,3,SA928-A73044A-R07-C34,SA928,A73044A
14865,11,132000001,135500000,4,4.3391105443004,3,SA928-A73044A-R07-C34,SA928,A73044A
14866,12,1,77500000,3,3.06680920936774,3,SA928-A73044A-R07-C34,SA928,A73044A
14867,12,77500001,88500000,4,3.9214473027834202,3,SA928-A73044A-R07-C34,SA928,A73044A
14868,12,88500001,102000000,3,3.2507025903209197,3,SA928-A73044A-R07-C34,SA928,A73044A
14869,12,102000001,104500000,4,3.9650560625667297,3,SA928-A73044A-R07-C34,SA928,A73044A
14870,12,104500001,134000000,3,3.1950983707292004,3,SA928-A73044A-R07-C34,SA928,A73044A
14871,13,1,53500000,3,2.94446531221069,3,SA928-A73044A-R07-C34,SA928,A73044A
14872,13,53500001,55500000,2,1.9665406417412499,3,SA928-A73044A-R07-C34,SA928,A73044A
14873,13,55500001,59000000,1,1.2739933565166202,3,SA928-A73044A-R07-C34,SA928,A73044A
14874,13,59000001,59500000,2,1.89818755847403,3,SA928-A73044A-R07-C34,SA928,A73044A
14875,13,59500001,68000000,3,2.5819042750181804,3,SA928-A73044A-R07-C34,SA928,A73044A
14876,13,68000001,72500000,2,2.07381471391705,3,SA928-A73044A-R07-C34,SA928,A73044A
14877,13,72500001,83000000,3,2.91975395154741,3,SA928-A73044A-R07-C34,SA928,A73044A
14878,13,83000001,91000000,2,1.76735030752488,3,SA928-A73044A-R07-C34,SA928,A73044A
14879,13,91000001,104500000,3,2.99626365324732,3,SA928-A73044A-R07-C34,SA928,A73044A
14880,13,104500001,109000000,2,1.89868350192067,3,SA928-A73044A-R07-C34,SA928,A73044A
14881,13,109000001,115500000,3,3.0026966968572597,3,SA928-A73044A-R07-C34,SA928,A73044A
14882,14,1,23500000,2,2.23459288485463,3,SA928-A73044A-R07-C34,SA928,A73044A
14883,14,23500001,26500000,3,3.5079063960674306,3,SA928-A73044A-R07-C34,SA928,A73044A
14884,14,26500001,29000000,2,1.21747455322917,3,SA928-A73044A-R07-C34,SA928,A73044A
14885,14,29000001,82000000,3,2.77855187407367,3,SA928-A73044A-R07-C34,SA928,A73044A
14886,14,82000001,88500000,2,1.95133290899979,3,SA928-A73044A-R07-C34,SA928,A73044A
14887,14,88500001,107500000,3,2.90684819181378,3,SA928-A73044A-R07-C34,SA928,A73044A
14888,15,1,28000000,3,2.49315119571099,3,SA928-A73044A-R07-C34,SA928,A73044A
14889,15,28000001,33000000,2,2.08813068060711,3,SA928-A73044A-R07-C34,SA928,A73044A
14890,15,33000001,42500000,3,2.7028845475287904,3,SA928-A73044A-R07-C34,SA928,A73044A
14891,15,42500001,45500000,2,2.12690095600573,3,SA928-A73044A-R07-C34,SA928,A73044A
14892,15,45500001,103000000,3,2.78138485530919,3,SA928-A73044A-R07-C34,SA928,A73044A
14893,16,1,28500000,3,2.9574776698392795,3,SA928-A73044A-R07-C34,SA928,A73044A
14894,16,28500001,30500000,2,1.82867287565772,3,SA928-A73044A-R07-C34,SA928,A73044A
14895,16,30500001,60000000,3,3.2419034725703995,3,SA928-A73044A-R07-C34,SA928,A73044A
14896,16,60000001,65000000,2,1.82141506575399,3,SA928-A73044A-R07-C34,SA928,A73044A
14897,16,65000001,71500000,3,2.74640600920721,3,SA928-A73044A-R07-C34,SA928,A73044A
14898,16,71500001,83000000,4,3.8047421551628196,3,SA928-A73044A-R07-C34,SA928,A73044A
14899,16,83000001,90500000,3,3.3222172903949,3,SA928-A73044A-R07-C34,SA928,A73044A
14900,17,1,81500000,3,3.0946089445135403,3,SA928-A73044A-R07-C34,SA928,A73044A
14901,18,1,62500000,3,2.9506175254798697,3,SA928-A73044A-R07-C34,SA928,A73044A
14902,18,62500001,66000000,2,1.6679203335714299,3,SA928-A73044A-R07-C34,SA928,A73044A
14903,18,66000001,69000000,3,2.7091456990621503,3,SA928-A73044A-R07-C34,SA928,A73044A
14904,18,69000001,71000000,2,2.0702305470811297,3,SA928-A73044A-R07-C34,SA928,A73044A
14905,18,71000001,78500000,3,2.70610415607862,3,SA928-A73044A-R07-C34,SA928,A73044A
14906,19,1,46500000,3,2.84463472908246,3,SA928-A73044A-R07-C34,SA928,A73044A
14907,19,46500001,49500000,2,2.01951107061431,3,SA928-A73044A-R07-C34,SA928,A73044A
14908,19,49500001,59500000,3,2.74622173066675,3,SA928-A73044A-R07-C34,SA928,A73044A
14909,2,1,8000000,4,3.64681971784423,3,SA928-A73044A-R07-C34,SA928,A73044A
14910,2,8000001,11500000,3,3.05229537436305,3,SA928-A73044A-R07-C34,SA928,A73044A
14911,2,11500001,24000000,4,3.9682455186359302,3,SA928-A73044A-R07-C34,SA928,A73044A
14912,2,24000001,27000000,3,2.94171011876064,3,SA928-A73044A-R07-C34,SA928,A73044A
14913,2,27000001,41500000,4,3.86569578952986,3,SA928-A73044A-R07-C34,SA928,A73044A
14914,2,41500001,49000000,3,3.2085179434194,3,SA928-A73044A-R07-C34,SA928,A73044A
14915,2,49000001,67500000,4,3.9196219882351295,3,SA928-A73044A-R07-C34,SA928,A73044A
14916,2,67500001,71000000,3,3.20232684684055,3,SA928-A73044A-R07-C34,SA928,A73044A
14917,2,71000001,77000000,4,3.9729049255622404,3,SA928-A73044A-R07-C34,SA928,A73044A
14918,2,77000001,77500000,3,3.3128225777191402,3,SA928-A73044A-R07-C34,SA928,A73044A
14919,2,77500001,80500000,2,1.9448284611207602,3,SA928-A73044A-R07-C34,SA928,A73044A
14920,2,80500001,115500000,3,2.9647723555269,3,SA928-A73044A-R07-C34,SA928,A73044A
14921,2,115500001,118000000,2,1.5543779411713303,3,SA928-A73044A-R07-C34,SA928,A73044A
14922,2,118000001,121500000,3,2.89209045601181,3,SA928-A73044A-R07-C34,SA928,A73044A
14923,2,121500001,123500000,4,4.083701718270371,3,SA928-A73044A-R07-C34,SA928,A73044A
